PROD_EST,COBERTURA,ANIO,Estado,Industria,VAL_USD,ESTATUS_CIFRA,ESTATUS
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Hidalgo,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",50997,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Hidalgo,Fabricación de equipo de transporte,579304,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Subsectores no especificados,15822,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Agricultura,790465,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",2335,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Industria alimentaria,808757,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Industria de las bebidas y del tabaco,2011426,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de insumos textiles y acabado de textiles,20772,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Fabricación de productos textiles, excepto prendas de vestir",27703,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de prendas de vestir,1997,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",30094,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Industria del papel,77311,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Impresión e industrias conexas,20053,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de productos derivados del petróleo y del carbón,15970,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Industria química,733392,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Industria del plástico y del hule,2022098,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de productos a base de minerales no metálicos,169762,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Industrias metálicas básicas,191968,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de productos metálicos,321696,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de maquinaria y equipo,47080,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",10781902,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",186860,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Fabricación de equipo de transporte,1708910,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,"Fabricación de muebles, colchones y persianas",23077,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Jalisco,Otras industrias manufactureras,83796,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Subsectores no especificados,50193,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Agricultura,59798,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Cría y explotación de animales,6493,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Industria alimentaria,1156887,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Industria de las bebidas y del tabaco,68953,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de insumos textiles y acabado de textiles,83647,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,"Fabricación de productos textiles, excepto prendas de vestir",34696,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de prendas de vestir,211473,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",2010,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Industria del papel,193068,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Impresión e industrias conexas,22247,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de productos derivados del petróleo y del carbón,24643,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Industria química,1602091,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Industria del plástico y del hule,746349,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de productos a base de minerales no metálicos,318053,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Industrias metálicas básicas,150846,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de productos metálicos,712165,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de maquinaria y equipo,285123,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",138419,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",239894,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Fabricación de equipo de transporte,7223311,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,"Fabricación de muebles, colchones y persianas",25409,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,México,Otras industrias manufactureras,653857,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Subsectores no especificados,99755,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Agricultura,3497190,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Cría y explotación de animales,0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",927819,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Industria alimentaria,616540,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Industria de las bebidas y del tabaco,4,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,"Fabricación de productos textiles, excepto prendas de vestir",1933,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Fabricación de prendas de vestir,1902,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Industria del papel,17649,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Industria química,197918,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Industria del plástico y del hule,170581,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Fabricación de productos a base de minerales no metálicos,955,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Michoacán de Ocampo,Otras industrias manufactureras,1,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Subsectores no especificados,56462,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Agricultura,39997,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Cría y explotación de animales,107,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Industria alimentaria,88761,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Fabricación de insumos textiles y acabado de textiles,38811,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Fabricación de prendas de vestir,1913,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Industria del papel,5521,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Industria química,320134,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Industria del plástico y del hule,170937,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Fabricación de productos a base de minerales no metálicos,192505,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Fabricación de productos metálicos,44015,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Fabricación de maquinaria y equipo,13321,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Fabricación de equipo de transporte,1626336,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Morelos,Otras industrias manufactureras,45729,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nayarit,Subsectores no especificados,3858,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nayarit,Agricultura,171333,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nayarit,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nayarit,Industria alimentaria,39372,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nayarit,Industria de las bebidas y del tabaco,6854,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nayarit,Fabricación de equipo de transporte,26979,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Subsectores no especificados,16304,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Agricultura,91059,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Cría y explotación de animales,17463,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",46643,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industria alimentaria,1067955,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industria de las bebidas y del tabaco,372776,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,"Fabricación de productos textiles, excepto prendas de vestir",23714,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Fabricación de prendas de vestir,11414,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industria de la madera,87191,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industria del papel,264088,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Impresión e industrias conexas,7247,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Fabricación de productos derivados del petróleo y del carbón,232495,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industria química,604227,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industria del plástico y del hule,879631,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Fabricación de productos a base de minerales no metálicos,897655,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Industrias metálicas básicas,1451903,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Fabricación de productos metálicos,1471778,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Fabricación de maquinaria y equipo,3731460,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3022100,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",6355555,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Fabricación de equipo de transporte,12608818,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,"Fabricación de muebles, colchones y persianas",97110,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Nuevo León,Otras industrias manufactureras,1152425,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Subsectores no especificados,518837,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Agricultura,54056,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Cría y explotación de animales,637,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Industria alimentaria,55651,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Industria de las bebidas y del tabaco,2136,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Industria química,10989,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Oaxaca,Fabricación de productos a base de minerales no metálicos,1,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Subsectores no especificados,1900,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Agricultura,306977,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Cría y explotación de animales,4577,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Industria alimentaria,466944,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Industria de las bebidas y del tabaco,15476,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Fabricación de insumos textiles y acabado de textiles,115804,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,"Fabricación de productos textiles, excepto prendas de vestir",26625,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Fabricación de prendas de vestir,290440,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Industria del papel,138627,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Industria química,196944,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Industria del plástico y del hule,248697,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Fabricación de productos a base de minerales no metálicos,11374,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Industrias metálicas básicas,32634,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Fabricación de productos metálicos,193593,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Fabricación de maquinaria y equipo,52396,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Fabricación de equipo de transporte,11355047,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,"Fabricación de muebles, colchones y persianas",43555,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Puebla,Otras industrias manufactureras,12740,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Subsectores no especificados,77384,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Agricultura,150061,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Cría y explotación de animales,0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Industria alimentaria,326975,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Industria de las bebidas y del tabaco,22683,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Fabricación de prendas de vestir,31468,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Industria del papel,242561,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Impresión e industrias conexas,30827,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Fabricación de productos derivados del petróleo y del carbón,5269,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Industria química,415068,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Industria del plástico y del hule,477088,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Fabricación de productos a base de minerales no metálicos,148142,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Industrias metálicas básicas,10234,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Fabricación de productos metálicos,192734,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Fabricación de maquinaria y equipo,806560,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,"Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",960450,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",1908578,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Querétaro,Fabricación de equipo de transporte,5932806,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Quintana Roo,Subsectores no especificados,12499,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Quintana Roo,Agricultura,107,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Quintana Roo,Cría y explotación de animales,73,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Quintana Roo,"Pesca, caza y captura",7946,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Quintana Roo,Impresión e industrias conexas,3,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,Quintana Roo,Fabricación de productos a base de minerales no metálicos,52,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Subsectores no especificados,6941,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Agricultura,112321,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,"Pesca, caza y captura",0,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",16715,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industria alimentaria,487258,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industria de las bebidas y del tabaco,4311,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Fabricación de insumos textiles y acabado de textiles,49619,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,"Fabricación de productos textiles, excepto prendas de vestir",19553,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Fabricación de prendas de vestir,47748,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industria de la madera,25,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industria del papel,106310,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Impresión e industrias conexas,4045,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industria química,96333,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industria del plástico y del hule,518092,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Fabricación de productos a base de minerales no metálicos,79668,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Industrias metálicas básicas,541155,Disponible,Cifras Preliminares.
Exportaciones Anuales por Entidad Federativa. Entidad y Subsector,Estatal,2020,San Luis Potosí,Fabricación de productos metálicos,59862,Disponible,Cifras Preliminares.
