Year,Estado,Subindustria,USD
2017,Coahuila,Fabricacion de productos metalicos,409072
2017,Coahuila,Fabricacion de maquinaria y equipo,2621617
2017,Coahuila,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",292828
2017,Coahuila,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2882703
2017,Coahuila,Fabricacion de equipo de transporte,25206427
2017,Coahuila,"Fabricacion de muebles, colchones y persianas",102858
2017,Coahuila,Otras industrias manufactureras,112385
2017,Colima,Subsectores no especificados,1046
2017,Colima,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",9021
2017,Colima,Industria alimentaria,83431
2017,Colima,Industria quimica,40071
2017,Colima,Fabricacion de productos a base de minerales no metalicos,112
2017,Chiapas,Subsectores no especificados,110649
2017,Chiapas,Extraccion de petroleo y gas,203840
2017,Chiapas,Industria alimentaria,103734
2017,Chiapas,Fabricacion de productos derivados del petroleo y del carbon,0
2017,Chiapas,Industria del plastico y del hule,1350
2017,Chiapas,Fabricacion de productos a base de minerales no metalicos,6
2017,Chiapas,Fabricacion de equipo de transporte,186552
2017,Chihuahua,Subsectores no especificados,48993
2017,Chihuahua,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",889344
2017,Chihuahua,Industria alimentaria,585844
2017,Chihuahua,Industria de las bebidas y del tabaco,13022
2017,Chihuahua,"Fabricacion de productos textiles, excepto prendas de vestir",75665
2017,Chihuahua,Fabricacion de prendas de vestir,157574
2017,Chihuahua,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",103772
2017,Chihuahua,Industria de la madera,17202
2017,Chihuahua,Industria del papel,64919
2017,Chihuahua,Impresion e industrias conexas,51189
2017,Chihuahua,Industria quimica,318115
2017,Chihuahua,Industria del plastico y del hule,477159
2017,Chihuahua,Fabricacion de productos a base de minerales no metalicos,102836
2017,Chihuahua,Industrias metalicas basicas,328890
2017,Chihuahua,Fabricacion de productos metalicos,774600
2017,Chihuahua,Fabricacion de maquinaria y equipo,2547619
2017,Chihuahua,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",20901902
2017,Chihuahua,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",3445525
2017,Chihuahua,Fabricacion de equipo de transporte,11887072
2017,Chihuahua,"Fabricacion de muebles, colchones y persianas",167459
2017,Chihuahua,Otras industrias manufactureras,3532847
2017,Ciudad de Mexico,Subsectores no especificados,907
2017,Ciudad de Mexico,Industria alimentaria,175327
2017,Ciudad de Mexico,Fabricacion de insumos textiles y acabado de textiles,11893
2017,Ciudad de Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",1131
2017,Ciudad de Mexico,Fabricacion de prendas de vestir,67301
2017,Ciudad de Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",4917
2017,Ciudad de Mexico,Industria de la madera,0
2017,Ciudad de Mexico,Industria del papel,7177
2017,Ciudad de Mexico,Impresion e industrias conexas,104169
2017,Ciudad de Mexico,Industria quimica,1074436
2017,Ciudad de Mexico,Industria del plastico y del hule,86010
2017,Ciudad de Mexico,Fabricacion de productos a base de minerales no metalicos,24820
2017,Ciudad de Mexico,Industrias metalicas basicas,43001
2017,Ciudad de Mexico,Fabricacion de productos metalicos,81389
2017,Ciudad de Mexico,Fabricacion de maquinaria y equipo,35818
2017,Ciudad de Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",45746
2017,Ciudad de Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",168886
2017,Ciudad de Mexico,Fabricacion de equipo de transporte,665085
2017,Ciudad de Mexico,"Fabricacion de muebles, colchones y persianas",8657
2017,Ciudad de Mexico,Otras industrias manufactureras,23873
2017,Durango,Subsectores no especificados,121700
2017,Durango,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",326893
2017,Durango,Industria alimentaria,88503
2017,Durango,Fabricacion de prendas de vestir,217480
2017,Durango,Industria de la madera,79938
2017,Durango,Industria del plastico y del hule,48832
2017,Durango,Fabricacion de productos a base de minerales no metalicos,14790
2017,Durango,Industrias metalicas basicas,68755
2017,Durango,Fabricacion de productos metalicos,21563
2017,Durango,Fabricacion de maquinaria y equipo,147816
2017,Durango,Fabricacion de equipo de transporte,461327
2017,Durango,"Fabricacion de muebles, colchones y persianas",74759
2017,Guanajuato,Subsectores no especificados,527385
2017,Guanajuato,Industria alimentaria,705845
2017,Guanajuato,Fabricacion de insumos textiles y acabado de textiles,40003
2017,Guanajuato,"Fabricacion de productos textiles, excepto prendas de vestir",12986
2017,Guanajuato,Fabricacion de prendas de vestir,94464
2017,Guanajuato,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",576614
2017,Guanajuato,Industria del papel,1930
2017,Guanajuato,Industria quimica,466187
2017,Guanajuato,Industria del plastico y del hule,817360
2017,Guanajuato,Fabricacion de productos a base de minerales no metalicos,33572
2017,Guanajuato,Industrias metalicas basicas,340697
2017,Guanajuato,Fabricacion de productos metalicos,453749
2017,Guanajuato,Fabricacion de maquinaria y equipo,149849
2017,Guanajuato,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",39916
2017,Guanajuato,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",326342
2017,Guanajuato,Fabricacion de equipo de transporte,18768089
2017,Guanajuato,"Fabricacion de muebles, colchones y persianas",1886
2017,Guanajuato,Otras industrias manufactureras,3417
2017,Guerrero,Subsectores no especificados,236827
2017,Guerrero,Industria alimentaria,0
2017,Guerrero,Industria de las bebidas y del tabaco,0
2017,Guerrero,Fabricacion de productos a base de minerales no metalicos,32
2017,Guerrero,Otras industrias manufactureras,99
2017,Hidalgo,Subsectores no especificados,56810
2017,Hidalgo,Industria alimentaria,35045
2017,Hidalgo,Fabricacion de insumos textiles y acabado de textiles,103739
2017,Hidalgo,Fabricacion de prendas de vestir,63345
2017,Hidalgo,Industria del papel,202203
2017,Hidalgo,Fabricacion de productos derivados del petroleo y del carbon,450747
2017,Hidalgo,Industria quimica,19725
2017,Hidalgo,Industria del plastico y del hule,41438
2017,Hidalgo,Fabricacion de productos a base de minerales no metalicos,4351
2017,Hidalgo,Industrias metalicas basicas,56419
2017,Hidalgo,Fabricacion de productos metalicos,2754
2017,Hidalgo,Fabricacion de maquinaria y equipo,18169
2017,Hidalgo,Fabricacion de equipo de transporte,734188
2017,Jalisco,Subsectores no especificados,1301
2017,Jalisco,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",42533
2017,Jalisco,Industria alimentaria,529877
2017,Jalisco,Industria de las bebidas y del tabaco,1332069
2017,Jalisco,"Fabricacion de productos textiles, excepto prendas de vestir",9549
2017,Jalisco,Fabricacion de prendas de vestir,2118
2017,Jalisco,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",12027
2017,Jalisco,Industria del papel,21319
2017,Jalisco,Impresion e industrias conexas,11072
2017,Jalisco,Fabricacion de productos derivados del petroleo y del carbon,11777
2017,Jalisco,Industria quimica,744285
2017,Jalisco,Industria del plastico y del hule,1993427
2017,Jalisco,Fabricacion de productos a base de minerales no metalicos,65414
2017,Jalisco,Industrias metalicas basicas,108444
2017,Jalisco,Fabricacion de productos metalicos,289311
2017,Jalisco,Fabricacion de maquinaria y equipo,55947
2017,Jalisco,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",10715149
2017,Jalisco,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",149255
2017,Jalisco,Fabricacion de equipo de transporte,2494072
2017,Jalisco,"Fabricacion de muebles, colchones y persianas",16098
2017,Jalisco,Otras industrias manufactureras,82605
2017,Mexico,Subsectores no especificados,122643
2017,Mexico,Industria alimentaria,908624
2017,Mexico,Industria de las bebidas y del tabaco,82488
2017,Mexico,Fabricacion de insumos textiles y acabado de textiles,95913
2017,Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",27657
2017,Mexico,Fabricacion de prendas de vestir,225538
2017,Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",530
2017,Mexico,Industria del papel,107822
2017,Mexico,Impresion e industrias conexas,8141
2017,Mexico,Fabricacion de productos derivados del petroleo y del carbon,21800
2017,Mexico,Industria quimica,1627646
2017,Mexico,Industria del plastico y del hule,596841
2017,Mexico,Fabricacion de productos a base de minerales no metalicos,252307
2017,Mexico,Industrias metalicas basicas,217291
2017,Mexico,Fabricacion de productos metalicos,615057
2017,Mexico,Fabricacion de maquinaria y equipo,232391
2017,Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",84443
2017,Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",241565
2017,Mexico,Fabricacion de equipo de transporte,12513881
2017,Mexico,"Fabricacion de muebles, colchones y persianas",31587
2017,Mexico,Otras industrias manufactureras,587829
2017,Michoacan,Subsectores no especificados,566259
2017,Michoacan,Industria alimentaria,343016
2017,Michoacan,Industria de las bebidas y del tabaco,181
2017,Michoacan,"Fabricacion de productos textiles, excepto prendas de vestir",1881
2017,Michoacan,Fabricacion de prendas de vestir,3150
2017,Michoacan,Industria del papel,11550
2017,Michoacan,Industria quimica,212049
2017,Michoacan,Industria del plastico y del hule,122642
2017,Michoacan,Fabricacion de productos a base de minerales no metalicos,632
2017,Michoacan,Industrias metalicas basicas,11214
2017,Morelos,Subsectores no especificados,70836
2017,Morelos,Industria alimentaria,87691
2017,Morelos,Fabricacion de insumos textiles y acabado de textiles,40610
2017,Morelos,Fabricacion de prendas de vestir,26939
2017,Morelos,Industria del papel,5261
2017,Morelos,Industria quimica,251533
2017,Morelos,Industria del plastico y del hule,202652
2017,Morelos,Fabricacion de productos a base de minerales no metalicos,90183
2017,Morelos,Fabricacion de productos metalicos,26606
2017,Morelos,Fabricacion de maquinaria y equipo,17547
2017,Morelos,Fabricacion de equipo de transporte,2643155
2017,Morelos,Otras industrias manufactureras,27768
2017,Nayarit,Subsectores no especificados,10526
2017,Nayarit,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",0
2017,Nayarit,Industria alimentaria,54229
2017,Nayarit,Fabricacion de equipo de transporte,59799
2017,Nuevo Leon,Subsectores no especificados,4509
2017,Nuevo Leon,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",45877
2017,Nuevo Leon,Industria alimentaria,1016296
2017,Nuevo Leon,Industria de las bebidas y del tabaco,351013
2017,Nuevo Leon,Fabricacion de insumos textiles y acabado de textiles,8577
2017,Nuevo Leon,"Fabricacion de productos textiles, excepto prendas de vestir",22930
2017,Nuevo Leon,Fabricacion de prendas de vestir,11353
2017,Nuevo Leon,Industria de la madera,20092
2017,Nuevo Leon,Industria del papel,171652
2017,Nuevo Leon,Fabricacion de productos derivados del petroleo y del carbon,205770
2017,Nuevo Leon,Industria quimica,531415
2017,Nuevo Leon,Industria del plastico y del hule,811834
2017,Nuevo Leon,Fabricacion de productos a base de minerales no metalicos,871048
2017,Nuevo Leon,Industrias metalicas basicas,1406354
2017,Nuevo Leon,Fabricacion de productos metalicos,1148360
2017,Nuevo Leon,Fabricacion de maquinaria y equipo,2864186
2017,Nuevo Leon,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",4326863
2017,Nuevo Leon,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",6009223
2017,Nuevo Leon,Fabricacion de equipo de transporte,14970079
2017,Nuevo Leon,"Fabricacion de muebles, colchones y persianas",114539
2017,Nuevo Leon,Otras industrias manufactureras,1092755
2017,Oaxaca,Subsectores no especificados,557066
2017,Oaxaca,Industria alimentaria,26397
2017,Oaxaca,Industria de las bebidas y del tabaco,2270
2017,Oaxaca,Industria quimica,17944
2017,Oaxaca,Industria del plastico y del hule,0
2017,Oaxaca,Fabricacion de productos a base de minerales no metalicos,4
2017,Puebla,Subsectores no especificados,4690
2017,Puebla,Industria alimentaria,712331
2017,Puebla,Industria de las bebidas y del tabaco,5943
2017,Puebla,Fabricacion de insumos textiles y acabado de textiles,126091
2017,Puebla,"Fabricacion de productos textiles, excepto prendas de vestir",54485
2017,Puebla,Fabricacion de prendas de vestir,350570
2017,Puebla,Industria del papel,119099
2017,Puebla,Industria quimica,179174
2017,Puebla,Industria del plastico y del hule,342009
2017,Puebla,Fabricacion de productos a base de minerales no metalicos,3508
2017,Puebla,Industrias metalicas basicas,25528
2017,Puebla,Fabricacion de productos metalicos,158944
2017,Puebla,Fabricacion de maquinaria y equipo,74687
2017,Puebla,Fabricacion de equipo de transporte,12827143
2017,Puebla,"Fabricacion de muebles, colchones y persianas",20227
2017,Puebla,Otras industrias manufactureras,14722
2017,Queretaro,Subsectores no especificados,77408
2017,Queretaro,Industria alimentaria,245302
2017,Queretaro,Industria de las bebidas y del tabaco,17730
2017,Queretaro,Fabricacion de prendas de vestir,34041
2017,Queretaro,Industria de la madera,0
2017,Queretaro,Industria del papel,220197
2017,Queretaro,Impresion e industrias conexas,35361
2017,Queretaro,Fabricacion de productos derivados del petroleo y del carbon,59939
2017,Queretaro,Industria quimica,360160
2017,Queretaro,Industria del plastico y del hule,350345
2017,Queretaro,Fabricacion de productos a base de minerales no metalicos,124150
2017,Queretaro,Industrias metalicas basicas,26295
