Year,Estado,Subindustria,USD
2015,Veracruz,Industrias metalicas basicas,1179545
2015,Veracruz,Fabricacion de productos metalicos,72685
2015,Veracruz,Fabricacion de maquinaria y equipo,70186
2015,Veracruz,Fabricacion de equipo de transporte,12589
2015,Yucatan,Subsectores no especificados,42256
2015,Yucatan,Industria alimentaria,177258
2015,Yucatan,Industria de las bebidas y del tabaco,764
2015,Yucatan,Fabricacion de insumos textiles y acabado de textiles,11166
2015,Yucatan,"Fabricacion de productos textiles, excepto prendas de vestir",38648
2015,Yucatan,Fabricacion de prendas de vestir,312955
2015,Yucatan,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",942
2015,Yucatan,Industria de la madera,6061
2015,Yucatan,Impresion e industrias conexas,0
2015,Yucatan,Industria quimica,727
2015,Yucatan,Industria del plastico y del hule,63398
2015,Yucatan,Fabricacion de productos a base de minerales no metalicos,857
2015,Yucatan,Fabricacion de productos metalicos,0
2015,Yucatan,Fabricacion de maquinaria y equipo,17857
2015,Yucatan,Fabricacion de equipo de transporte,187523
2015,Yucatan,Otras industrias manufactureras,610528
2015,Zacatecas,Subsectores no especificados,1291484
2015,Zacatecas,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1777291
2015,Zacatecas,Industria alimentaria,48521
2015,Zacatecas,Fabricacion de equipo de transporte,207870
2016,Aguascalientes,Subsectores no especificados,80369
2016,Aguascalientes,Industria alimentaria,106119
2016,Aguascalientes,Fabricacion de prendas de vestir,182011
2016,Aguascalientes,Industria quimica,14701
2016,Aguascalientes,Industria del plastico y del hule,15097
2016,Aguascalientes,Fabricacion de productos a base de minerales no metalicos,79073
2016,Aguascalientes,Industrias metalicas basicas,1013
2016,Aguascalientes,Fabricacion de productos metalicos,7751
2016,Aguascalientes,Fabricacion de maquinaria y equipo,28363
2016,Aguascalientes,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",964974
2016,Aguascalientes,Fabricacion de equipo de transporte,6369339
2016,Aguascalientes,Otras industrias manufactureras,22153
2016,Baja California,Subsectores no especificados,107603
2016,Baja California,Industria alimentaria,144608
2016,Baja California,Industria de las bebidas y del tabaco,120403
2016,Baja California,"Fabricacion de productos textiles, excepto prendas de vestir",41192
2016,Baja California,Fabricacion de prendas de vestir,329275
2016,Baja California,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",21031
2016,Baja California,Industria de la madera,32309
2016,Baja California,Industria del papel,209833
2016,Baja California,Impresion e industrias conexas,254929
2016,Baja California,Industria quimica,323013
2016,Baja California,Industria del plastico y del hule,1066861
2016,Baja California,Fabricacion de productos a base de minerales no metalicos,292136
2016,Baja California,Industrias metalicas basicas,158702
2016,Baja California,Fabricacion de productos metalicos,2020704
2016,Baja California,Fabricacion de maquinaria y equipo,1864949
2016,Baja California,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",15023816
2016,Baja California,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2494754
2016,Baja California,Fabricacion de equipo de transporte,5356568
2016,Baja California,"Fabricacion de muebles, colchones y persianas",720997
2016,Baja California,Otras industrias manufactureras,5413595
2016,Baja California Sur,Subsectores no especificados,1651
2016,Baja California Sur,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",224662
2016,Baja California Sur,Industria alimentaria,11132
2016,Baja California Sur,Fabricacion de productos a base de minerales no metalicos,69
2016,Campeche,Subsectores no especificados,1331
2016,Campeche,Extraccion de petroleo y gas,9349376
2016,Campeche,Industria alimentaria,27707
2016,Campeche,Fabricacion de prendas de vestir,136694
2016,Coahuila,Subsectores no especificados,112868
2016,Coahuila,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",46802
2016,Coahuila,Industria alimentaria,176339
2016,Coahuila,Industria de las bebidas y del tabaco,605641
2016,Coahuila,Fabricacion de prendas de vestir,547388
2016,Coahuila,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",73791
2016,Coahuila,Industria del papel,19718
2016,Coahuila,Impresion e industrias conexas,19344
2016,Coahuila,Industria quimica,69977
2016,Coahuila,Industria del plastico y del hule,557260
2016,Coahuila,Fabricacion de productos a base de minerales no metalicos,119764
2016,Coahuila,Industrias metalicas basicas,3704413
2016,Coahuila,Fabricacion de productos metalicos,607036
2016,Coahuila,Fabricacion de maquinaria y equipo,2459641
2016,Coahuila,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",274947
2016,Coahuila,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2478400
2016,Coahuila,Fabricacion de equipo de transporte,25608608
2016,Coahuila,"Fabricacion de muebles, colchones y persianas",94416
2016,Coahuila,Otras industrias manufactureras,123211
2016,Colima,Subsectores no especificados,173262
2016,Colima,Industria alimentaria,99212
2016,Colima,Fabricacion de productos a base de minerales no metalicos,138
2016,Chiapas,Subsectores no especificados,865
2016,Chiapas,Extraccion de petroleo y gas,155823
2016,Chiapas,Industria alimentaria,93258
2016,Chiapas,Industria quimica,92956
2016,Chiapas,Fabricacion de equipo de transporte,244601
2016,Chihuahua,Subsectores no especificados,140651
2016,Chihuahua,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",792952
2016,Chihuahua,Industria alimentaria,377249
2016,Chihuahua,Industria de las bebidas y del tabaco,99291
2016,Chihuahua,Fabricacion de prendas de vestir,190869
2016,Chihuahua,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",193405
2016,Chihuahua,Industria de la madera,17061
2016,Chihuahua,Industria del papel,67902
2016,Chihuahua,Impresion e industrias conexas,56075
2016,Chihuahua,Industria quimica,344321
2016,Chihuahua,Industria del plastico y del hule,545992
2016,Chihuahua,Fabricacion de productos a base de minerales no metalicos,88276
2016,Chihuahua,Industrias metalicas basicas,326061
2016,Chihuahua,Fabricacion de productos metalicos,591779
2016,Chihuahua,Fabricacion de maquinaria y equipo,2064450
2016,Chihuahua,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",19199540
2016,Chihuahua,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",3272860
2016,Chihuahua,Fabricacion de equipo de transporte,11698750
2016,Chihuahua,"Fabricacion de muebles, colchones y persianas",170993
2016,Chihuahua,Otras industrias manufactureras,3103592
2016,Ciudad de Mexico,Subsectores no especificados,3780
2016,Ciudad de Mexico,Industria alimentaria,171542
2016,Ciudad de Mexico,Industria de las bebidas y del tabaco,2401
2016,Ciudad de Mexico,Fabricacion de insumos textiles y acabado de textiles,19523
2016,Ciudad de Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",1394
2016,Ciudad de Mexico,Fabricacion de prendas de vestir,73153
2016,Ciudad de Mexico,Industria de la madera,0
2016,Ciudad de Mexico,Industria del papel,6315
2016,Ciudad de Mexico,Impresion e industrias conexas,107299
2016,Ciudad de Mexico,Industria quimica,601387
2016,Ciudad de Mexico,Industria del plastico y del hule,79051
2016,Ciudad de Mexico,Fabricacion de productos a base de minerales no metalicos,21348
2016,Ciudad de Mexico,Industrias metalicas basicas,44063
2016,Ciudad de Mexico,Fabricacion de productos metalicos,77513
2016,Ciudad de Mexico,Fabricacion de maquinaria y equipo,59055
2016,Ciudad de Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",35801
2016,Ciudad de Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",370485
2016,Ciudad de Mexico,Fabricacion de equipo de transporte,595062
2016,Ciudad de Mexico,"Fabricacion de muebles, colchones y persianas",7094
2016,Ciudad de Mexico,Otras industrias manufactureras,26586
2016,Durango,Subsectores no especificados,104581
2016,Durango,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",334656
2016,Durango,Industria alimentaria,34045
2016,Durango,Fabricacion de prendas de vestir,229829
2016,Durango,Industria de la madera,70786
2016,Durango,Industria del plastico y del hule,104512
2016,Durango,Fabricacion de productos a base de minerales no metalicos,16642
2016,Durango,Industrias metalicas basicas,56899
2016,Durango,Fabricacion de productos metalicos,32855
2016,Durango,Fabricacion de maquinaria y equipo,105417
2016,Durango,Fabricacion de equipo de transporte,486088
2016,Durango,"Fabricacion de muebles, colchones y persianas",78474
2016,Guanajuato,Subsectores no especificados,468777
2016,Guanajuato,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",82467
2016,Guanajuato,Industria alimentaria,646066
2016,Guanajuato,Industria de las bebidas y del tabaco,14235
2016,Guanajuato,Fabricacion de insumos textiles y acabado de textiles,20862
2016,Guanajuato,Fabricacion de prendas de vestir,98852
2016,Guanajuato,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",534651
2016,Guanajuato,Industria del papel,12804
2016,Guanajuato,Industria quimica,293085
2016,Guanajuato,Industria del plastico y del hule,753917
2016,Guanajuato,Fabricacion de productos a base de minerales no metalicos,28161
2016,Guanajuato,Industrias metalicas basicas,327448
2016,Guanajuato,Fabricacion de productos metalicos,217064
2016,Guanajuato,Fabricacion de maquinaria y equipo,89281
2016,Guanajuato,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",416025
2016,Guanajuato,Fabricacion de equipo de transporte,18082932
2016,Guanajuato,Otras industrias manufactureras,13208
2016,Guerrero,Subsectores no especificados,1692
2016,Guerrero,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",645916
2016,Guerrero,Industria de la madera,0
2016,Guerrero,Fabricacion de productos a base de minerales no metalicos,151
2016,Guerrero,Otras industrias manufactureras,29
2016,Hidalgo,Subsectores no especificados,513389
2016,Hidalgo,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",0
2016,Hidalgo,Industria alimentaria,21435
2016,Hidalgo,Fabricacion de insumos textiles y acabado de textiles,91207
2016,Hidalgo,Fabricacion de prendas de vestir,55182
2016,Hidalgo,Industria del papel,1289
2016,Hidalgo,Industria quimica,11676
2016,Hidalgo,Industria del plastico y del hule,44276
2016,Hidalgo,Fabricacion de productos a base de minerales no metalicos,20119
2016,Hidalgo,Industrias metalicas basicas,56210
2016,Hidalgo,Fabricacion de productos metalicos,3259
2016,Hidalgo,Fabricacion de maquinaria y equipo,23387
2016,Hidalgo,Fabricacion de equipo de transporte,836299
2016,Jalisco,Subsectores no especificados,1354
2016,Jalisco,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",40828
2016,Jalisco,Industria alimentaria,536849
2016,Jalisco,Industria de las bebidas y del tabaco,1254565
2016,Jalisco,"Fabricacion de productos textiles, excepto prendas de vestir",5534
2016,Jalisco,Fabricacion de prendas de vestir,1433
2016,Jalisco,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",24026
2016,Jalisco,Industria del papel,27754
2016,Jalisco,Impresion e industrias conexas,9524
2016,Jalisco,Fabricacion de productos derivados del petroleo y del carbon,12102
2016,Jalisco,Industria quimica,644367
2016,Jalisco,Industria del plastico y del hule,1759864
2016,Jalisco,Fabricacion de productos a base de minerales no metalicos,70212
2016,Jalisco,Industrias metalicas basicas,102710
2016,Jalisco,Fabricacion de productos metalicos,312549
2016,Jalisco,Fabricacion de maquinaria y equipo,37435
2016,Jalisco,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",9506421
2016,Jalisco,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",121985
2016,Jalisco,Fabricacion de equipo de transporte,3299718
2016,Jalisco,"Fabricacion de muebles, colchones y persianas",26033
2016,Jalisco,Otras industrias manufactureras,82600
2016,Mexico,Subsectores no especificados,86475
2016,Mexico,Industria alimentaria,928726
2016,Mexico,Industria de las bebidas y del tabaco,83462
2016,Mexico,Fabricacion de insumos textiles y acabado de textiles,94086
2016,Mexico,"Fabricacion de productos textiles, excepto prendas de vestir",39889
2016,Mexico,Fabricacion de prendas de vestir,225944
2016,Mexico,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",4426
2016,Mexico,Industria del papel,33124
2016,Mexico,Impresion e industrias conexas,68341
2016,Mexico,Fabricacion de productos derivados del petroleo y del carbon,29292
2016,Mexico,Industria quimica,1782313
2016,Mexico,Industria del plastico y del hule,670558
2016,Mexico,Fabricacion de productos a base de minerales no metalicos,294083
2016,Mexico,Industrias metalicas basicas,165170
2016,Mexico,Fabricacion de productos metalicos,916093
2016,Mexico,Fabricacion de maquinaria y equipo,284152
2016,Mexico,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",93133
2016,Mexico,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",285675
2016,Mexico,Fabricacion de equipo de transporte,9220134
2016,Mexico,"Fabricacion de muebles, colchones y persianas",31437
2016,Mexico,Otras industrias manufactureras,1995712
2016,Michoacan,Subsectores no especificados,96791
2016,Michoacan,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",288581
2016,Michoacan,Industria alimentaria,291059
2016,Michoacan,Industria de las bebidas y del tabaco,2220
2016,Michoacan,"Fabricacion de productos textiles, excepto prendas de vestir",993
2016,Michoacan,Industria del papel,2630
2016,Michoacan,Industria quimica,154912
2016,Michoacan,Industria del plastico y del hule,141562
2016,Michoacan,Fabricacion de productos a base de minerales no metalicos,466
2016,Michoacan,"Fabricacion de muebles, colchones y persianas",0
2016,Michoacan,Otras industrias manufactureras,0
2016,Morelos,Subsectores no especificados,116538
2016,Morelos,Industria alimentaria,76789
2016,Morelos,Fabricacion de insumos textiles y acabado de textiles,52544
2016,Morelos,Industria del papel,5536
2016,Morelos,Industria quimica,190997
2016,Morelos,Industria del plastico y del hule,203723
2016,Morelos,Fabricacion de productos a base de minerales no metalicos,83716
2016,Morelos,Fabricacion de productos metalicos,37476
2016,Morelos,Fabricacion de maquinaria y equipo,22932
2016,Morelos,Fabricacion de equipo de transporte,2975693
2016,Morelos,Otras industrias manufactureras,21577
2016,Nayarit,Subsectores no especificados,81895
2016,Nayarit,Industria alimentaria,84399
2016,Nayarit,Fabricacion de productos a base de minerales no metalicos,68
2016,Nuevo Leon,Subsectores no especificados,13047
2016,Nuevo Leon,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",25612
2016,Nuevo Leon,Industria alimentaria,851080
2016,Nuevo Leon,Industria de las bebidas y del tabaco,366992
2016,Nuevo Leon,"Fabricacion de productos textiles, excepto prendas de vestir",25772
2016,Nuevo Leon,Fabricacion de prendas de vestir,13416
2016,Nuevo Leon,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",3483
2016,Nuevo Leon,Industria de la madera,9255
2016,Nuevo Leon,Industria del papel,299760
2016,Nuevo Leon,Fabricacion de productos derivados del petroleo y del carbon,200381
2016,Nuevo Leon,Industria quimica,459769
2016,Nuevo Leon,Industria del plastico y del hule,774247
2016,Nuevo Leon,Fabricacion de productos a base de minerales no metalicos,984322
2016,Nuevo Leon,Industrias metalicas basicas,1119146
2016,Nuevo Leon,Fabricacion de productos metalicos,1421113
2016,Nuevo Leon,Fabricacion de maquinaria y equipo,2666876
2016,Nuevo Leon,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",3792566
2016,Nuevo Leon,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",5630080
2016,Nuevo Leon,Fabricacion de equipo de transporte,12313621
2016,Nuevo Leon,"Fabricacion de muebles, colchones y persianas",108411
2016,Nuevo Leon,Otras industrias manufactureras,1098358
2016,Oaxaca,Subsectores no especificados,546416
2016,Oaxaca,Industria alimentaria,27862
2016,Oaxaca,Industria de las bebidas y del tabaco,33370
2016,Oaxaca,Industria quimica,19405
2016,Oaxaca,Fabricacion de productos a base de minerales no metalicos,109
2016,Puebla,Subsectores no especificados,21122
2016,Puebla,Industria alimentaria,519768
2016,Puebla,Industria de las bebidas y del tabaco,5728
2016,Puebla,Fabricacion de insumos textiles y acabado de textiles,90784
2016,Puebla,"Fabricacion de productos textiles, excepto prendas de vestir",41670
2016,Puebla,Fabricacion de prendas de vestir,369110
2016,Puebla,Industria del papel,106585
2016,Puebla,Industria quimica,208446
2016,Puebla,Industria del plastico y del hule,379589
2016,Puebla,Fabricacion de productos a base de minerales no metalicos,6453
2016,Puebla,Industrias metalicas basicas,35126
2016,Puebla,Fabricacion de productos metalicos,174730
2016,Puebla,Fabricacion de maquinaria y equipo,73189
2016,Puebla,Fabricacion de equipo de transporte,7298222
2016,Puebla,"Fabricacion de muebles, colchones y persianas",21867
2016,Puebla,Otras industrias manufactureras,20582
2016,Queretaro,Subsectores no especificados,74529
2016,Queretaro,Industria alimentaria,272912
2016,Queretaro,Industria de las bebidas y del tabaco,12470
2016,Queretaro,"Fabricacion de productos textiles, excepto prendas de vestir",12595
2016,Queretaro,Fabricacion de prendas de vestir,45103
2016,Queretaro,Industria de la madera,0
2016,Queretaro,Industria del papel,178722
2016,Queretaro,Impresion e industrias conexas,267835
2016,Queretaro,Fabricacion de productos derivados del petroleo y del carbon,52937
2016,Queretaro,Industria quimica,321056
2016,Queretaro,Industria del plastico y del hule,260619
2016,Queretaro,Fabricacion de productos a base de minerales no metalicos,135070
2016,Queretaro,Industrias metalicas basicas,23829
2016,Queretaro,Fabricacion de productos metalicos,118741
2016,Queretaro,Fabricacion de maquinaria y equipo,904148
2016,Queretaro,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",832673
2016,Queretaro,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1712692
2016,Queretaro,Fabricacion de equipo de transporte,5031468
2016,Queretaro,Otras industrias manufactureras,57438
2016,Quintana Roo,Subsectores no especificados,23028
2016,Quintana Roo,Fabricacion de productos a base de minerales no metalicos,128
2016,San Luis Potosi,Subsectores no especificados,37882
2016,San Luis Potosi,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",30800
2016,San Luis Potosi,Industria alimentaria,294967
2016,San Luis Potosi,"Fabricacion de productos textiles, excepto prendas de vestir",27480
2016,San Luis Potosi,Fabricacion de prendas de vestir,78321
2016,San Luis Potosi,Industria de la madera,0
2016,San Luis Potosi,Industria del papel,109550
2016,San Luis Potosi,Industria quimica,78129
2016,San Luis Potosi,Industria del plastico y del hule,420969
2016,San Luis Potosi,Fabricacion de productos a base de minerales no metalicos,54761
2016,San Luis Potosi,Industrias metalicas basicas,462035
2016,San Luis Potosi,Fabricacion de productos metalicos,44181
2016,San Luis Potosi,Fabricacion de maquinaria y equipo,752257
2016,San Luis Potosi,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",141423
2016,San Luis Potosi,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",567325
2016,San Luis Potosi,Fabricacion de equipo de transporte,6363733
2016,San Luis Potosi,Otras industrias manufactureras,41212
2016,Sinaloa,Subsectores no especificados,8511
2016,Sinaloa,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",97237
2016,Sinaloa,Industria alimentaria,923689
2016,Sinaloa,Industria de las bebidas y del tabaco,15220
2016,Sinaloa,Industria quimica,0
2016,Sinaloa,Industria del plastico y del hule,7477
2016,Sinaloa,Fabricacion de productos a base de minerales no metalicos,292
2016,Sinaloa,Fabricacion de productos metalicos,20605
2016,Sinaloa,Fabricacion de maquinaria y equipo,22117
2016,Sinaloa,Fabricacion de equipo de transporte,188813
2016,Sinaloa,"Fabricacion de muebles, colchones y persianas",0
2016,Sonora,Subsectores no especificados,18305
2016,Sonora,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1875599
2016,Sonora,Industria alimentaria,324734
2016,Sonora,Industria de las bebidas y del tabaco,193550
2016,Sonora,"Fabricacion de productos textiles, excepto prendas de vestir",26513
2016,Sonora,Fabricacion de prendas de vestir,159160
2016,Sonora,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",15350
2016,Sonora,Industria de la madera,970
2016,Sonora,Industria del papel,99416
2016,Sonora,Impresion e industrias conexas,19630
2016,Sonora,Industria quimica,229318
2016,Sonora,Industria del plastico y del hule,164510
2016,Sonora,Fabricacion de productos a base de minerales no metalicos,12188
2016,Sonora,Industrias metalicas basicas,798413
2016,Sonora,Fabricacion de productos metalicos,537529
2016,Sonora,Fabricacion de maquinaria y equipo,414462
2016,Sonora,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",2018581
2016,Sonora,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",1012490
2016,Sonora,Fabricacion de equipo de transporte,8016890
2016,Sonora,"Fabricacion de muebles, colchones y persianas",153364
2016,Sonora,Otras industrias manufactureras,1453449
2016,Tabasco,Subsectores no especificados,2674
2016,Tabasco,Extraccion de petroleo y gas,5142157
2016,Tabasco,Industria alimentaria,85477
2016,Tabasco,Industria de las bebidas y del tabaco,553
2016,Tabasco,Industria quimica,138521
2016,Tabasco,Fabricacion de productos a base de minerales no metalicos,1372
2016,Tamaulipas,Subsectores no especificados,128293
2016,Tamaulipas,Extraccion de petroleo y gas,155823
2016,Tamaulipas,Industria alimentaria,198830
2016,Tamaulipas,Industria de las bebidas y del tabaco,3377
2016,Tamaulipas,"Fabricacion de productos textiles, excepto prendas de vestir",25457
2016,Tamaulipas,Fabricacion de prendas de vestir,36706
2016,Tamaulipas,Industria de la madera,703
2016,Tamaulipas,Industria del papel,50476
2016,Tamaulipas,Impresion e industrias conexas,228715
2016,Tamaulipas,Industria quimica,2153209
2016,Tamaulipas,Industria del plastico y del hule,526074
2016,Tamaulipas,Fabricacion de productos a base de minerales no metalicos,219601
2016,Tamaulipas,Industrias metalicas basicas,33819
2016,Tamaulipas,Fabricacion de productos metalicos,611099
2016,Tamaulipas,Fabricacion de maquinaria y equipo,2201450
2016,Tamaulipas,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",6327180
2016,Tamaulipas,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2681366
2016,Tamaulipas,Fabricacion de equipo de transporte,7062162
2016,Tamaulipas,"Fabricacion de muebles, colchones y persianas",609902
2016,Tamaulipas,Otras industrias manufactureras,1671982
2016,Tlaxcala,Subsectores no especificados,95904
2016,Tlaxcala,Fabricacion de insumos textiles y acabado de textiles,39889
2016,Tlaxcala,Fabricacion de prendas de vestir,81368
2016,Tlaxcala,Industria quimica,248487
2016,Tlaxcala,Industria del plastico y del hule,113745
2016,Tlaxcala,Fabricacion de productos a base de minerales no metalicos,413598
2016,Tlaxcala,Industrias metalicas basicas,24215
2016,Tlaxcala,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",131066
2016,Tlaxcala,Fabricacion de equipo de transporte,162530
2016,Veracruz,Subsectores no especificados,249783
2016,Veracruz,Extraccion de petroleo y gas,779115
2016,Veracruz,Industria alimentaria,844671
2016,Veracruz,Industria de las bebidas y del tabaco,137272
2016,Veracruz,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",23317
2016,Veracruz,Industria del papel,12004
2016,Veracruz,Industria quimica,1009503
2016,Veracruz,Industria del plastico y del hule,58682
2016,Veracruz,Fabricacion de productos a base de minerales no metalicos,35752
2016,Veracruz,Industrias metalicas basicas,1064028
2016,Veracruz,Fabricacion de productos metalicos,51422
2016,Veracruz,Fabricacion de maquinaria y equipo,42410
2016,Veracruz,Fabricacion de equipo de transporte,31898
2016,Yucatan,Subsectores no especificados,25524
2016,Yucatan,Industria alimentaria,196157
2016,Yucatan,Industria de las bebidas y del tabaco,407
2016,Yucatan,Fabricacion de insumos textiles y acabado de textiles,8196
2016,Yucatan,"Fabricacion de productos textiles, excepto prendas de vestir",39074
2016,Yucatan,Fabricacion de prendas de vestir,287270
2016,Yucatan,Industria de la madera,5500
2016,Yucatan,Impresion e industrias conexas,0
2016,Yucatan,Industria quimica,837
2016,Yucatan,Industria del plastico y del hule,57787
2016,Yucatan,Fabricacion de productos a base de minerales no metalicos,1139
2016,Yucatan,Fabricacion de maquinaria y equipo,17481
2016,Yucatan,Fabricacion de equipo de transporte,199069
2016,Yucatan,Otras industrias manufactureras,424212
2016,Zacatecas,Subsectores no especificados,1218103
2016,Zacatecas,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",1172456
2016,Zacatecas,Industria alimentaria,46088
2016,Zacatecas,Fabricacion de prendas de vestir,19530
2016,Zacatecas,Fabricacion de productos a base de minerales no metalicos,1764
2016,Zacatecas,Fabricacion de equipo de transporte,335567
2017,Aguascalientes,Subsectores no especificados,95643
2017,Aguascalientes,Industria alimentaria,108958
2017,Aguascalientes,Fabricacion de prendas de vestir,161844
2017,Aguascalientes,Industria quimica,14492
2017,Aguascalientes,Industria del plastico y del hule,11479
2017,Aguascalientes,Fabricacion de productos a base de minerales no metalicos,70302
2017,Aguascalientes,Industrias metalicas basicas,2773
2017,Aguascalientes,Fabricacion de productos metalicos,53820
2017,Aguascalientes,Fabricacion de maquinaria y equipo,28080
2017,Aguascalientes,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",987418
2017,Aguascalientes,Fabricacion de equipo de transporte,6273466
2017,Aguascalientes,Otras industrias manufactureras,21743
2017,Baja California,Subsectores no especificados,97326
2017,Baja California,Industria alimentaria,269082
2017,Baja California,Industria de las bebidas y del tabaco,120908
2017,Baja California,"Fabricacion de productos textiles, excepto prendas de vestir",61654
2017,Baja California,Fabricacion de prendas de vestir,269661
2017,Baja California,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",25592
2017,Baja California,Industria de la madera,63012
2017,Baja California,Industria del papel,216374
2017,Baja California,Impresion e industrias conexas,236713
2017,Baja California,Industria quimica,317436
2017,Baja California,Industria del plastico y del hule,1079706
2017,Baja California,Fabricacion de productos a base de minerales no metalicos,248008
2017,Baja California,Industrias metalicas basicas,194167
2017,Baja California,Fabricacion de productos metalicos,2135710
2017,Baja California,Fabricacion de maquinaria y equipo,2012821
2017,Baja California,"Fabricacion de equipo de computacion, comunicacion, medicion y de otros equipos, componentes y accesorios electronicos",14540585
2017,Baja California,"Fabricacion de accesorios, aparatos electricos y equipo de generacion de energia electrica",2531617
2017,Baja California,Fabricacion de equipo de transporte,5532541
2017,Baja California,"Fabricacion de muebles, colchones y persianas",795438
2017,Baja California,Otras industrias manufactureras,5567365
2017,Baja California Sur,Subsectores no especificados,1928
2017,Baja California Sur,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",234732
2017,Baja California Sur,Industria alimentaria,12912
2017,Campeche,Subsectores no especificados,4433
2017,Campeche,Extraccion de petroleo y gas,12592328
2017,Campeche,Industria alimentaria,17568
2017,Campeche,Fabricacion de prendas de vestir,110402
2017,Campeche,Industria de la madera,0
2017,Campeche,Industria quimica,1362
2017,Coahuila,Subsectores no especificados,102106
2017,Coahuila,"Mineria de minerales metalicos y no metalicos, excepto petroleo y gas",50634
2017,Coahuila,Industria alimentaria,194241
2017,Coahuila,Industria de las bebidas y del tabaco,1963380
2017,Coahuila,Fabricacion de insumos textiles y acabado de textiles,30426
2017,Coahuila,Fabricacion de prendas de vestir,568464
2017,Coahuila,"Curtido y acabado de cuero y piel, y fabricacion de productos de cuero, piel y materiales sucedaneos",87553
2017,Coahuila,Industria del papel,35385
2017,Coahuila,Impresion e industrias conexas,15920
2017,Coahuila,Industria quimica,73859
2017,Coahuila,Industria del plastico y del hule,668835
2017,Coahuila,Fabricacion de productos a base de minerales no metalicos,110152
2017,Coahuila,Industrias metalicas basicas,3421832
